id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
509,2014,Chandigarh,23-05-2014,Kings XI Punjab,RR,RR,field,normal,0,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,
510,2014,Bangalore,24-05-2014,RCB,CSK,CSK,field,normal,0,CSK,0,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,
511,2014,Kolkata,24-05-2014,SRH,KKR,KKR,field,normal,0,KKR,0,4,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,
512,2014,Chandigarh,25-05-2014,DC,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,
513,2014,Mumbai,25-05-2014,RR,MI,MI,field,normal,0,MI,0,5,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,
514,2014,Kolkata,27-05-2014,KKR,Kings XI Punjab,Kings XI Punjab,field,normal,0,KKR,28,0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,
515,2014,Mumbai,28-05-2014,MI,CSK,CSK,field,normal,0,CSK,0,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,
516,2014,Mumbai,30-05-2014,Kings XI Punjab,CSK,CSK,field,normal,0,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,
517,2014,Bangalore,01-06-2014,Kings XI Punjab,KKR,KKR,field,normal,0,KKR,0,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
518,2015,Kolkata,08-04-2015,MI,KKR,KKR,field,normal,0,KKR,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,
519,2015,Chennai,09-04-2015,CSK,DC,DC,field,normal,0,CSK,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
520,2015,Pune,10-04-2015,RR,Kings XI Punjab,Kings XI Punjab,field,normal,0,RR,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,
521,2015,Chennai,11-04-2015,CSK,SRH,CSK,bat,normal,0,CSK,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
522,2015,Kolkata,11-04-2015,KKR,RCB,RCB,field,normal,0,RCB,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,
523,2015,Delhi,12-04-2015,DC,RR,RR,field,normal,0,RR,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,
524,2015,Mumbai,12-04-2015,Kings XI Punjab,MI,MI,field,normal,0,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,
525,2015,Bangalore,13-04-2015,RCB,SRH,SRH,field,normal,0,SRH,0,8,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,
526,2015,Ahmedabad,14-04-2015,MI,RR,MI,bat,normal,0,RR,0,7,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,
527,2015,Kolkata,30-04-2015,CSK,KKR,KKR,field,normal,0,KKR,0,7,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,
528,2015,Pune,15-04-2015,Kings XI Punjab,DC,Kings XI Punjab,bat,normal,0,DC,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,
529,2015,Visakhapatnam,16-04-2015,SRH,RR,RR,field,normal,0,RR,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
530,2015,Mumbai,17-04-2015,MI,CSK,MI,bat,normal,0,CSK,0,6,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,
531,2015,Visakhapatnam,18-04-2015,DC,SRH,DC,bat,normal,0,DC,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
532,2015,Pune,18-04-2015,Kings XI Punjab,KKR,KKR,field,normal,0,KKR,0,4,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,
533,2015,Ahmedabad,19-04-2015,CSK,RR,CSK,bat,normal,0,RR,0,8,AM Rahane,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,
534,2015,Bangalore,19-04-2015,MI,RCB,RCB,field,normal,0,MI,18,0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
535,2015,Delhi,20-04-2015,DC,KKR,KKR,field,normal,0,KKR,0,6,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,
536,2015,Ahmedabad,21-04-2015,RR,Kings XI Punjab,Kings XI Punjab,field,tie,0,Kings XI Punjab,0,0,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
537,2015,Visakhapatnam,22-04-2015,SRH,KKR,KKR,field,normal,1,SRH,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,
538,2015,Bangalore,22-04-2015,CSK,RCB,RCB,field,normal,0,CSK,27,0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,
539,2015,Delhi,23-04-2015,DC,MI,MI,field,normal,0,DC,37,0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan,
540,2015,Ahmedabad,24-04-2015,RR,RCB,RCB,field,normal,0,RCB,0,9,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
541,2015,Mumbai,25-04-2015,MI,SRH,MI,bat,normal,0,MI,20,0,SL Malinga,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
542,2015,Chennai,25-04-2015,CSK,Kings XI Punjab,CSK,bat,normal,0,CSK,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin,
543,2015,Delhi,26-04-2015,DC,RCB,RCB,field,normal,0,RCB,0,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,
544,2015,Chandigarh,27-04-2015,SRH,Kings XI Punjab,Kings XI Punjab,field,normal,0,SRH,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,
545,2015,Kolkata,07-05-2015,KKR,DC,KKR,bat,normal,0,KKR,13,0,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,
546,2015,Bangalore,29-04-2015,RCB,RR,RR,field,no result,0,,0,0,,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
547,2015,Chennai,28-04-2015,CSK,KKR,KKR,field,normal,0,CSK,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,
548,2015,Delhi,01-05-2015,Kings XI Punjab,DC,DC,field,normal,0,DC,0,9,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,
549,2015,Mumbai,01-05-2015,MI,RR,RR,field,normal,0,MI,8,0,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
550,2015,Bangalore,02-05-2015,KKR,RCB,RCB,field,normal,0,RCB,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
551,2015,Hyderabad,02-05-2015,SRH,CSK,CSK,field,normal,0,SRH,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,
552,2015,Chandigarh,03-05-2015,MI,Kings XI Punjab,MI,bat,normal,0,MI,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,
553,2015,Mumbai,03-05-2015,RR,DC,DC,field,normal,0,RR,14,0,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,
554,2015,Chennai,04-05-2015,CSK,RCB,CSK,bat,normal,0,CSK,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,
555,2015,Kolkata,04-05-2015,KKR,SRH,SRH,field,normal,0,KKR,35,0,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,
556,2015,Mumbai,05-05-2015,DC,MI,DC,bat,normal,0,MI,0,5,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
557,2015,Bangalore,06-05-2015,RCB,Kings XI Punjab,Kings XI Punjab,field,normal,0,RCB,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
558,2015,Mumbai,07-05-2015,SRH,RR,RR,field,normal,0,SRH,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,
559,2015,Chennai,08-05-2015,CSK,MI,CSK,bat,normal,0,MI,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,
560,2015,Kolkata,09-05-2015,Kings XI Punjab,KKR,Kings XI Punjab,bat,normal,0,KKR,0,1,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
561,2015,Raipur,09-05-2015,SRH,DC,SRH,bat,normal,0,SRH,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,
562,2015,Mumbai,10-05-2015,RCB,MI,RCB,bat,normal,0,RCB,39,0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,
563,2015,Chennai,10-05-2015,CSK,RR,CSK,bat,normal,0,CSK,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,
564,2015,Hyderabad,11-05-2015,SRH,Kings XI Punjab,SRH,bat,normal,0,SRH,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
565,2015,Raipur,12-05-2015,CSK,DC,CSK,bat,normal,0,DC,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,
566,2015,Chandigarh,13-05-2015,Kings XI Punjab,RCB,RCB,field,normal,0,Kings XI Punjab,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,
567,2015,Mumbai,14-05-2015,MI,KKR,KKR,field,normal,0,MI,5,0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,
568,2015,Hyderabad,15-05-2015,SRH,RCB,SRH,bat,normal,1,RCB,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
569,2015,Chandigarh,16-05-2015,Kings XI Punjab,CSK,Kings XI Punjab,bat,normal,0,CSK,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin,
570,2015,Mumbai,16-05-2015,RR,KKR,RR,bat,normal,0,RR,9,0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,
571,2015,Bangalore,17-05-2015,DC,RCB,RCB,field,no result,0,,0,0,,M Chinnaswamy Stadium,HDPK Dharmasena,K Srinivasan,
572,2015,Hyderabad,17-05-2015,SRH,MI,SRH,bat,normal,0,MI,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,
573,2015,Mumbai,19-05-2015,MI,CSK,MI,bat,normal,0,MI,25,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,
574,2015,Pune,20-05-2015,RCB,RR,RCB,bat,normal,0,RCB,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,
575,2015,Ranchi,22-05-2015,RCB,CSK,CSK,field,normal,0,CSK,0,3,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,
576,2015,Kolkata,24-05-2015,MI,CSK,CSK,field,normal,0,MI,41,0,RG Sharma,Eden Gardens,HDPK Dharmasena,RK Illingworth,
577,2016,Mumbai,09-04-2016,MI,RPSs,MI,bat,normal,0,RPSs,0,9,AM Rahane,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
578,2016,Kolkata,10-04-2016,DC,KKR,KKR,field,normal,0,KKR,0,9,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,
579,2016,Chandigarh,11-04-2016,Kings XI Punjab,GT,GT,field,normal,0,GT,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,
580,2016,Bangalore,12-04-2016,RCB,SRH,SRH,field,normal,0,RCB,45,0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,
581,2016,Kolkata,13-04-2016,KKR,MI,MI,field,normal,0,MI,0,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,
582,2016,Rajkot,14-04-2016,RPSs,GT,RPSs,bat,normal,0,GT,0,7,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,
583,2016,Delhi,15-04-2016,Kings XI Punjab,DC,DC,field,normal,0,DC,0,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,
584,2016,Hyderabad,16-04-2016,SRH,KKR,SRH,bat,normal,0,KKR,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
585,2016,Mumbai,16-04-2016,MI,GT,GT,field,normal,0,GT,0,3,AJ Finch,Wankhede Stadium,HDPK Dharmasena,VK Sharma,
586,2016,Chandigarh,17-04-2016,RPSs,Kings XI Punjab,RPSs,bat,normal,0,Kings XI Punjab,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
587,2016,Bangalore,17-04-2016,RCB,DC,DC,field,normal,0,DC,0,7,Q de Kock,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,
588,2016,Hyderabad,18-04-2016,MI,SRH,SRH,field,normal,0,SRH,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,
589,2016,Chandigarh,19-04-2016,Kings XI Punjab,KKR,KKR,field,normal,0,KKR,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
590,2016,Mumbai,20-04-2016,RCB,MI,MI,field,normal,0,MI,0,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,
591,2016,Rajkot,21-04-2016,GT,SRH,SRH,field,normal,0,SRH,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,
592,2016,Pune,22-04-2016,RCB,RPSs,RPSs,field,normal,0,RCB,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,
593,2016,Delhi,23-04-2016,DC,MI,MI,field,normal,0,DC,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,
594,2016,Hyderabad,23-04-2016,Kings XI Punjab,SRH,SRH,field,normal,0,SRH,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
595,2016,Rajkot,24-04-2016,RCB,GT,RCB,bat,normal,0,GT,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,
596,2016,Pune,24-04-2016,RPSs,KKR,KKR,field,normal,0,KKR,0,2,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,
597,2016,Chandigarh,25-04-2016,MI,Kings XI Punjab,Kings XI Punjab,field,normal,0,MI,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,
598,2016,Hyderabad,26-04-2016,SRH,RPSs,RPSs,field,normal,1,RPSs,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,
599,2016,Delhi,27-04-2016,GT,DC,DC,field,normal,0,GT,1,0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,
600,2016,Mumbai,28-04-2016,KKR,MI,MI,field,normal,0,MI,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,
601,2016,Pune,29-04-2016,RPSs,GT,GT,field,normal,0,GT,0,3,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
602,2016,Delhi,30-04-2016,DC,KKR,KKR,field,normal,0,DC,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,
603,2016,Hyderabad,30-04-2016,SRH,RCB,RCB,field,normal,0,SRH,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
604,2016,Rajkot,01-05-2016,Kings XI Punjab,GT,GT,field,normal,0,Kings XI Punjab,23,0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,
605,2016,Pune,01-05-2016,RPSs,MI,MI,field,normal,0,MI,0,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,
606,2016,Bangalore,02-05-2016,RCB,KKR,KKR,field,normal,0,KKR,0,5,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,
607,2016,Rajkot,03-05-2016,GT,DC,DC,field,normal,0,DC,0,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
608,2016,Kolkata,04-05-2016,KKR,Kings XI Punjab,Kings XI Punjab,field,normal,0,KKR,7,0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
609,2016,Delhi,05-05-2016,DC,RPSs,RPSs,field,normal,0,RPSs,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,
610,2016,Hyderabad,06-05-2016,GT,SRH,SRH,field,normal,0,SRH,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,
611,2016,Bangalore,07-05-2016,RPSs,RCB,RCB,field,normal,0,RCB,0,7,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,
612,2016,Chandigarh,07-05-2016,Kings XI Punjab,DC,DC,field,normal,0,Kings XI Punjab,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,
613,2016,Visakhapatnam,08-05-2016,SRH,MI,MI,field,normal,0,SRH,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,
614,2016,Kolkata,08-05-2016,KKR,GT,GT,field,normal,0,GT,0,5,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,
615,2016,Chandigarh,09-05-2016,RCB,Kings XI Punjab,Kings XI Punjab,field,normal,0,RCB,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,
616,2016,Visakhapatnam,10-05-2016,SRH,RPSs,SRH,bat,normal,0,SRH,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,
617,2016,Bangalore,11-05-2016,RCB,MI,MI,field,normal,0,MI,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
618,2016,Hyderabad,12-05-2016,SRH,DC,DC,field,normal,0,DC,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,
619,2016,Visakhapatnam,13-05-2016,MI,Kings XI Punjab,MI,bat,normal,0,Kings XI Punjab,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,
620,2016,Bangalore,14-05-2016,RCB,GT,GT,field,normal,0,RCB,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,
621,2016,Kolkata,14-05-2016,RPSs,KKR,RPSs,bat,normal,1,KKR,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
622,2016,Chandigarh,15-05-2016,Kings XI Punjab,SRH,Kings XI Punjab,bat,normal,0,SRH,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,
623,2016,Visakhapatnam,15-05-2016,MI,DC,DC,field,normal,0,MI,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,
624,2016,Kolkata,16-05-2016,KKR,RCB,RCB,field,normal,0,RCB,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
625,2016,Visakhapatnam,17-05-2016,DC,RPSs,RPSs,field,normal,1,RPSs,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,
626,2016,Bangalore,18-05-2016,RCB,Kings XI Punjab,Kings XI Punjab,field,normal,1,RCB,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
627,2016,Kanpur,19-05-2016,KKR,GT,GT,field,normal,0,GT,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,
628,2016,Raipur,20-05-2016,SRH,DC,DC,field,normal,0,DC,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
629,2016,Visakhapatnam,21-05-2016,Kings XI Punjab,RPSs,Kings XI Punjab,bat,normal,0,RPSs,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,
630,2016,Kanpur,21-05-2016,MI,GT,GT,field,normal,0,GT,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,
631,2016,Kolkata,22-05-2016,KKR,SRH,SRH,field,normal,0,KKR,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
632,2016,Raipur,22-05-2016,DC,RCB,RCB,field,normal,0,RCB,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
633,2016,Bangalore,24-05-2016,GT,RCB,RCB,field,normal,0,RCB,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,
634,2016,Delhi,25-05-2016,SRH,KKR,KKR,field,normal,0,SRH,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,
635,2016,Delhi,27-05-2016,GT,SRH,SRH,field,normal,0,SRH,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,
636,2016,Bangalore,29-05-2016,SRH,RCB,SRH,bat,normal,0,SRH,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
